1060275;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574339;49040, Дніпропетровська обл., місто Дніпро, Центральний район, ПРОСПЕКТ ПРАЦІ, будинок 2-А;;;;;koatunew;2021.07.08 19:25:39
1060276;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574345;49127, Дніпропетровська обл., місто Дніпро, Самарський район, ВУЛИЦЯ БАЗОВА, будинок 8;;;;;koatunew;2021.07.08 19:25:39
1060277;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574350;49125, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ВУЛИЦЯ МАРІЇ ЛИСИЧЕНКО, будинок 5-А;;;;;koatunew;2021.07.08 19:25:39
1060278;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574366;49107, Дніпропетровська обл., місто Дніпро, Соборний район, ПРОСПЕКТ ГАГАРІНА, будинок 141;;;;;koatunew;2021.07.08 19:25:39
1060279;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574371;49008, Дніпропетровська обл., місто Дніпро, Чечелівський район, ВУЛИЦЯ РОБОЧА, будинок 81, офіс 43;;;;;koatunew;2021.07.08 19:25:39
1060280;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574387;49000, Дніпропетровська обл., місто Дніпро, Індустріальний район, ВУЛИЦЯ Б. ХМЕЛЬНИЦЬКОГО, будинок 27;;;;;koatunew;2021.07.08 19:25:39
1060281;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574392;49131, Дніпропетровська обл., місто Дніпро, Центральний район, ПРОСПЕКТ ПУШКІНА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060282;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574408;49044, Дніпропетровська обл., місто Дніпро, Соборний район, ВУЛИЦЯ ГОГОЛЯ, будинок 19;;;;;koatunew;2021.07.08 19:25:39
1060283;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574413;49055, Дніпропетровська обл., місто Дніпро, Центральний район, ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, будинок 135;;;;;koatunew;2021.07.08 19:25:39
1060284;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574429;49038, Дніпропетровська обл., місто Дніпро, Центральний район, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060285;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574434;49098, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ВУЛИЦЯ МАРШАЛА МАЛИНОВСЬКОГО, будинок 6;;;;;koatunew;2021.07.08 19:25:39
1060286;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574442;51931, Дніпропетровська обл., місто Кам’янське, Заводський район, ВУЛИЦЯ РЕСПУБЛІКАНСЬКА, будинок 9-А;;;;;koatunew;2021.07.08 19:25:39
1060287;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574455;51939, Дніпропетровська обл., місто Кам’янське, Дніпровський район, БУЛЬВАР БУДІВЕЛЬНИКІВ, будинок 5;;;;;koatunew;2021.07.08 19:25:39
1060288;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574460;51925, Дніпропетровська обл., місто Кам’янське, Заводський район, ВУЛИЦЯ СОБОРНА, будинок 12;;;;;koatunew;2021.07.08 19:25:39
1060289;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574476;49038, Дніпропетровська обл., місто Дніпро, Новокодацький район, ПРОСПЕКТ НІГОЯНА, будинок 23;;;;;koatunew;2021.07.08 19:25:39
1060290;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574481;53860, Дніпропетровська обл., Апостолівський район, місто Зеленодольськ, ВУЛИЦЯ ЕНЕРГЕТИЧНА, будинок 13;;;;;koatunew;2021.07.08 19:25:39
1060291;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574497;50029, Дніпропетровська обл., місто Кривий Ріг, Покровський район, ВУЛИЦЯ МИКОЛИ ЗІНЧЕВСЬКОГО, будинок 2;;;;;koatunew;2021.07.08 19:25:39
1060292;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574502;50071, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ТЕСЛЕНКА, будинок 13;;;;;koatunew;2021.07.08 19:25:39
1060293;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574518;50027, Дніпропетровська обл., місто Кривий Ріг, Металургійний район, ВУЛИЦЯ РОКОСОВСЬКОГО, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060294;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574523;50005, Дніпропетровська обл., місто Кривий Ріг, Металургійний район, ВУЛИЦЯ ТБІЛІСЬКА, будинок 17;;;;;koatunew;2021.07.08 19:25:39
1060295;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574539;50000, Дніпропетровська обл., місто Кривий Ріг, Центрально-Міський район, ВУЛИЦЯ ОКРУЖНА, будинок 14;;;;;koatunew;2021.07.08 19:25:39
1060296;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574544;50079, Дніпропетровська обл., місто Кривий Ріг, Тернівський район, ВУЛИЦЯ ЧЕРКАСОВА, будинок 12;;;;;koatunew;2021.07.08 19:25:39
1060297;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574556;50102, Дніпропетровська обл., місто Кривий Ріг, Інгулецький район, ВУЛИЦЯ ОЛЕКСАНДРА СТАНКОВА, 9-Б;;;;;koatunew;2021.07.08 19:25:39
1060298;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574565;50000, Дніпропетровська обл., місто Кривий Ріг, Центрально-Міський район, ВУЛИЦЯ ОЛЕКСАНДРА ПОЛЯ, будинок 18/3;;;;;koatunew;2021.07.08 19:25:39
1060299;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574570;53401, Дніпропетровська обл., місто Марганець, ПРОЩА ПРИВОКЗАЛЬНА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060300;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574586;49083, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ПРОВУЛОК ЮННАТІВ, будинок 7;;;;;koatunew;2021.07.08 19:25:39
1060301;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574591;53200, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ЕЛЕКТРОМЕТАЛУРГІВ, будинок 44-Д;;;;;koatunew;2021.07.08 19:25:39
1060302;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574607;51206, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ ПАЛАНОЧНА, будинок 2;;;;;koatunew;2021.07.08 19:25:39
1060303;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574612;54055, Миколаївська обл., місто Миколаїв, Центральний район, ПРОСПЕКТ ЦЕНТРАЛЬНИЙ, будинок 157;;;;;koatunew;2021.07.08 19:25:39
1060304;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574628;51413, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ НОВА, будинок 5/26;;;;;koatunew;2021.07.08 19:25:39
1060305;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574633;51405, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ ДНІПРОВСЬКА, будинок 172-А;;;;;koatunew;2021.07.08 19:25:39
1060306;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574649;51400, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ ХАРКІВСЬКА, будинок 118/6;;;;;koatunew;2021.07.08 19:25:39
1060307;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574654;52803, Дніпропетровська обл., місто Першотравенськ, ВУЛИЦЯ ШАХТАРСЬКОЇ СЛАВИ, будинок 22;;;;;koatunew;2021.07.08 19:25:39
1060308;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574660;52300, Дніпропетровська обл., Криничанський район, селище міського типу Кринички, ВУЛИЦЯ МИХАЙЛА ГРУШЕВСЬКОГО, будинок 3;;;;;koatunew;2021.07.08 19:25:39
1060309;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574675;53303, Дніпропетровська обл., місто Покров, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 47-А;;;;;koatunew;2021.07.08 19:25:39
1060310;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574680;53600, Дніпропетровська обл., Покровський район, селище міського типу Покровське, ВУЛИЦЯ ГОРЬКОГО, будинок 94;;;;;koatunew;2021.07.08 19:25:39
1060311;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574696;52500, Дніпропетровська обл., місто Синельникове, ВУЛИЦЯ ШЕВЧЕНКА, будинок 27-А;;;;;koatunew;2021.07.08 19:25:39
1060312;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574701;53500, Дніпропетровська обл., Томаківський район, селище міського типу Томаківка, ВУЛИЦЯ АМБУЛАТОРНА, будинок 4;;;;;koatunew;2021.07.08 19:25:39
1060313;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574717;51000, Дніпропетровська обл., Царичанський район, селище міського типу Царичанка, ВУЛИЦЯ НАГІРНА, будинок 7;;;;;koatunew;2021.07.08 19:25:39
1060314;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574722;64207, Харківська обл., Балаклійський район, місто Балаклія, ВУЛИЦЯ 1 ТРАВНЯ , будинок 9;;;;;koatunew;2021.07.08 19:25:39
1060315;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574738;63002, Харківська обл., Валківський район, місто Валки, ПРОСПЕКТ ГЕРОЇВ ЧОРНОБИЛЯ, будинок 6;;;;;koatunew;2021.07.08 19:25:39
1060316;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574743;62504, Харківська обл., Вовчанський район, місто Вовчанськ, ВУЛИЦЯ ТОРГОВА, будинок 17;;;;;koatunew;2021.07.08 19:25:39
1060317;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574759;62302, Харківська обл., Дергачівський район, місто Дергачі, ВУЛИЦЯ САДОВА, будинок 8-А;;;;;koatunew;2021.07.08 19:25:39
1060318;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574764;63401, Харківська обл., Зміївський район, місто Зміїв, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 5;;;;;koatunew;2021.07.08 19:25:39
1060319;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574773;62203, Харківська обл., Золочівський район, селище міського типу Золочів, ВУЛИЦЯ КОНИКА, будинок 4;;;;;koatunew;2021.07.08 19:25:39
1060320;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574785;64305, Харківська обл., місто Ізюм, ВУЛИЦЯ ЕНТУЗІАСТІВ, будинок 21;;;;;koatunew;2021.07.08 19:25:39
1060321;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574790;64003, Харківська обл., Кегичівський район, селище міського типу Кегичівка, ВУЛИЦЯ 1-ГО ТРАВНЯ, будинок 10;;;;;koatunew;2021.07.08 19:25:39
1060322;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574806;63460, Харківська обл., Зміївський район, селище міського типу Слобожанське, БАЛАКЛІЙСЬКЕ ШОСЕ, будинок 8;;;;;koatunew;2021.07.08 19:25:39
1060323;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574811;63301, Харківська обл., Красноградський район, місто Красноград, ВУЛИЦЯ МОСКОВСЬКА, будинок 45-Б;;;;;koatunew;2021.07.08 19:25:39
1060324;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574827;63702, Харківська обл., місто Куп'янськ, ВУЛИЦЯ СВАТІВСЬКА, будинок 51;;;;;koatunew;2021.07.08 19:25:39
1060325;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574832;64602, Харківська обл., місто Лозова, ВУЛИЦЯ СЕВАСТОПОЛЬСЬКА, будинок 2-Б;;;;;koatunew;2021.07.08 19:25:39
1060326;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574848;62433, Харківська обл., місто Люботин, ВУЛИЦЯ ДЕПОВСЬКА, будинок 62;;;;;koatunew;2021.07.08 19:25:39
1060327;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574853;62472, Харківська обл., Харківський район, місто Мерефа, ВУЛИЦЯ ДНІПРОПЕТРОВСЬКА, будинок 185-А;;;;;koatunew;2021.07.08 19:25:39
1060328;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574869;64102, Харківська обл., місто Первомайський, 1/2-Й МІКРОРАЙОН, будинок 55;;;;;koatunew;2021.07.08 19:25:39
1060329;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574874;62416, Харківська обл., Харківський район, селище міського типу Пісочин, ПОЛТАВСЬКЕ ШОСЕ, будинок 157-А;;;;;koatunew;2021.07.08 19:25:39
1060330;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574887;61009, Харківська обл., місто Харків, Комінтернівський район, ПРОСПЕКТ ГАГАРІНА, будинок 183-А;;;;;koatunew;2021.07.08 19:25:39
1060331;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574895;61052, Харківська обл., місто Харків, Жовтневий район, ВУЛИЦЯ МАЛОГОНЧАРІВСЬКА, будинок 17;;;;;koatunew;2021.07.08 19:25:39
1060332;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574900;61080, Харківська обл., місто Харків, Комінтернівський район, ПРОСПЕКТ ЛЬВА ЛАНДАУ, будинок 2-Б;;;;;koatunew;2021.07.08 19:25:39
1060333;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574916;15100, Чернігівська обл., Городнянський район, місто Городня, ВУЛИЦЯ ТРОЇЦЬКА, будинок 64-Б;;;;;koatunew;2021.07.08 19:25:39
1060334;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574921;61146, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 148;;;;;koatunew;2021.07.08 19:25:39
1060335;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574937;61140, Харківська обл., місто Харків, Червонозаводський район, ПРОСПЕКТ ГАГАРІНА, будинок 101;;;;;koatunew;2021.07.08 19:25:39
1060336;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574942;78103, Івано-Франківська обл., Городенківський район, місто Городенка, ВУЛИЦЯ ЗАТИШНА, будинок 36;;;;;koatunew;2021.07.08 19:25:39
1060337;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574958;61099, Харківська обл., місто Харків, Червонозаводський район, БУЛЬВАР Б.ХМЕЛЬНИЦЬКОГО, будинок 8;;;;;koatunew;2021.07.08 19:25:39
1060338;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574963;61003, Харківська обл., місто Харків, Комінтернівський район, ВУЛИЦЯ ПЛЕХАНІВСЬКА, будинок 12;;;;;koatunew;2021.07.08 19:25:39
1060339;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574979;61038, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 88/7;;;;;koatunew;2021.07.08 19:25:39
1060340;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574984;61023, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 126;;;;;koatunew;2021.07.08 19:25:39
1060341;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41574990;61064, Харківська обл., місто Харків, Жовтневий район, ВУЛИЦЯ ПОЛТАВСЬКИЙ ШЛЯХ, будинок 115;;;;;koatunew;2021.07.08 19:25:39
1060342;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575003;61001, Харківська обл., місто Харків, Київський район, ПРОСПЕКТ МОСКОВСЬКИЙ, будинок 67;;;;;koatunew;2021.07.08 19:25:39
1060343;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575019;61105, Харківська обл., місто Харків, Немишлянський район, ВУЛИЦЯ КИРГИЗЬКА, будинок 19;;;;;koatunew;2021.07.08 19:25:39
1060344;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575024;61106, Харківська обл., місто Харків, Орджонікідзевський район, ВУЛИЦЯ РОГАНСЬКА, будинок 13;;;;;koatunew;2021.07.08 19:25:39
1060345;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575035;61000, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, МАЙДАНЧИК 024;;;;;koatunew;2021.07.08 19:25:39
1060346;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575045;54031, Миколаївська обл., місто Миколаїв, Інгульський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 83;;;;;koatunew;2021.07.08 19:25:39
1060347;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575050;61029, Харківська обл., місто Харків, Фрунзенський район, САЛТІВСЬКЕ ШОСЕ, будинок 104-А;;;;;koatunew;2021.07.08 19:25:39
1060348;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575066;61013, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 90;;;;;koatunew;2021.07.08 19:25:39
1060349;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575071;62416, Харківська обл., Харківський район, селище міського типу Пісочин, ПЛОЩА КОНОНЕНКА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060350;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575087;61054, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 120;;;;;koatunew;2021.07.08 19:25:39
1060351;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575092;61161, Харківська обл., місто Харків, Київський район, ВУЛИЦЯ ПРОСПЕКТНА АФГАНСЬКИЙ МАЙДАНЧИК, будинок 21-П;;;;;koatunew;2021.07.08 19:25:39
1060352;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575108;63502, Харківська обл., місто Чугуїв, ВУЛИЦЯ ЖАДАНОВСЬКОГО, будинок 13;;;;;koatunew;2021.07.08 19:25:39
1060353;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575113;65042, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ЖЕВАХОВА ГОРА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060354;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575129;20114, Черкаська обл., Маньківський район, селище міського типу Буки, ВУЛИЦЯ ПУШКІНА, будинок 4;;;;;koatunew;2021.07.08 19:25:39
1060355;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575134;49041, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ПАНІКАХИ, будинок 101;;;;;koatunew;2021.07.08 19:25:39
1060356;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575149;17100, Чернігівська обл., Носівський район, місто Носівка, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 2;;;;;koatunew;2021.07.08 19:25:39
1060357;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575155;65104, Одеська обл., місто Одеса, Київський район, ПРОСПЕКТ АКАДЕМІКА ГЛУШКА, будинок 29;;;;;koatunew;2021.07.08 19:25:39
1060358;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575160;65059, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ ЛЮСТДОРФСЬКА ДОРОГА, будинок 90;;;;;koatunew;2021.07.08 19:25:39
1060359;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575176;65017, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ МАРШАЛА МАЛИНОВСЬКОГО, будинок 84-А;;;;;koatunew;2021.07.08 19:25:39
1060360;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575181;65023, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ НІЖИНСЬКА, будинок 30;;;;;koatunew;2021.07.08 19:25:39
1060361;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575197;65004, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ ДАЛЬНИЦЬКА, будинок 44;;;;;koatunew;2021.07.08 19:25:39
1060362;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575202;65085, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ МИКОЛАЇВСЬКА ДОРОГА, будинок 128;;;;;koatunew;2021.07.08 19:25:39
1060363;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575218;65007, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ МЕЧНИКОВА, будинок 124;;;;;koatunew;2021.07.08 19:25:39
1060364;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575223;65003, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ОТАМАНА ЧЕПІГИ, будинок 29;;;;;koatunew;2021.07.08 19:25:39
1060365;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575239;65031, Одеська обл., місто Одеса, Малиновський район, ВУЛИЦЯ ПРОМИСЛОВА, будинок 36-Б;;;;;koatunew;2021.07.08 19:25:39
1060366;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575244;65086, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ГЕНЕРАЛА БОЧАРОВА, будинок 60;;;;;koatunew;2021.07.08 19:25:39
1060367;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575252;68803, Одеська обл., Ренійський район, місто Рені, ВУЛИЦЯ 28 ЧЕРВНЯ, будинок 152;;;;;koatunew;2021.07.08 19:25:39
1060368;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575265;67400, Одеська обл., Роздільнянський район, місто Роздільна, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 1;;;;;koatunew;2021.07.08 19:25:39
1060369;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575270;68200, Одеська обл., Саратський район, селище міського типу Сарата, ВУЛИЦЯ КРІСТІАН ВЕРНЕР, будинок 96;;;;;koatunew;2021.07.08 19:25:39
1060370;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575286;65481, Одеська обл., місто Южне, ВУЛИЦЯ ПРИМОРСЬКА, будинок 19-Б;;;;;koatunew;2021.07.08 19:25:39
1060371;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575291;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ САДОВА, будинок 66;;;;;koatunew;2021.07.08 19:25:39
1060372;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41586565;85500, Донецька обл., Великоновосілківський район, селище міського типу Велика Новосілка, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 4;;;;;koatunew;2021.07.08 19:25:39
1060373;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575307;85700, Донецька обл., Волноваський район, місто Волноваха, ВУЛИЦЯ УКРАЇНСЬКА , будинок 36;;;;;koatunew;2021.07.08 19:25:39
1060374;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575312;85670, Донецька обл., місто Вугледар, ВУЛИЦЯ ШАХТАРСЬКА, будинок 3-А;;;;;koatunew;2021.07.08 19:25:39
1060375;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575328;89000, Закарпатська обл., Великоберезнянський район, селище міського типу Великий Березний, ВУЛИЦЯ ШЕВЧЕНКА, будинок 6;;;;;koatunew;2021.07.08 19:25:39
1060376;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575333;84545, Донецька обл., Бахмутський район, місто Соледар, ВУЛИЦЯ КАРПИНСЬКОГО, будинок 1/10;;;;;koatunew;2021.07.08 19:25:39
1060377;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575349;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ РІЗДВЯНА, будинок 27;;;;;koatunew;2021.07.08 19:25:39
1060378;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575354;85323, Донецька обл., місто Мирноград, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 43;;;;;koatunew;2021.07.08 19:25:39
1060379;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575366;85001, Донецька обл., місто Добропілля, ВУЛИЦЯ ФЕСТИВАЛЬНА, будинок 5;;;;;koatunew;2021.07.08 19:25:39
1060380;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575375;84201, Донецька обл., місто Дружківка, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 6;;;;;koatunew;2021.07.08 19:25:39
1060381;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575380;85102, Донецька обл., місто Костянтинівка, ВУЛИЦЯ БУРДЕНКО, будинок 22;;;;;koatunew;2021.07.08 19:25:39
1060382;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575396;84333, Донецька обл., місто Краматорськ, ВУЛИЦЯ ГЕРОЇВ НЕБЕСНОЇ СОТНІ, будинок 24;;;;;koatunew;2021.07.08 19:25:39
1060383;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575401;84406, Донецька обл., місто Лиман, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 4;;;;;koatunew;2021.07.08 19:25:39
1060384;;;;;;;;;;intime;;№19/8/05 від 16.08.2017;41575417;85613, Донецька обл., Мар'їнський район, місто Курахове, ПРОСПЕКТ ЗАПОРІЗЬКИЙ, будинок 72-А;;;;;koatunew;2021.07.08 19:25:39
1060385;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703655;87505, Донецька обл., місто Маріуполь, Лівобережний район, ВУЛИЦЯ ГРАВЕРНА, будинок 3;;;;;koatunew;2021.07.08 19:25:39
1060386;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703660;87555, Донецька обл., місто Маріуполь, Центральний район, ПРОСПЕКТ МИРУ, будинок 87-А;;;;;koatunew;2021.07.08 19:25:39
1060387;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703676;87531, Донецька обл., місто Маріуполь, Центральний район, ВУЛИЦЯ КУПРІНА, будинок 10;;;;;koatunew;2021.07.08 19:25:39
1060388;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703681;84180, Донецька обл., Слов'янський район, місто Миколаївка, ВУЛИЦЯ МИХАЙЛА ПЕТРЕНКА, будинок 7;;;;;koatunew;2021.07.08 19:25:39
1060389;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703697;85483, Донецька обл., місто Новогродівка, БУЛЬВАР ШЕВЧЕНКА, будинок 27;;;;;koatunew;2021.07.08 19:25:39
1060390;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703702;85302, Донецька обл., місто Покровськ, ВУЛИЦЯ ТОРГІВЕЛЬНА, будинок 11-А;;;;;koatunew;2021.07.08 19:25:39
1060391;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703718;85307, Донецька обл., місто Покровськ, ШАХТАРСЬКИЙ МКР., будинок 26-Б;;;;;koatunew;2021.07.08 19:25:39
1060392;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703723;85400, Донецька обл., місто Селидове, ВУЛИЦЯ ПЕРЕМОГИ, будинок 3;;;;;koatunew;2021.07.08 19:25:39
1060393;;;;;;;;;;intime;;№20/9/05-01 від 18.09.2017;41703739;84522, Донецька обл., Бахмутський район, місто Сіверськ, ВУЛИЦЯ ЯМСЬКА, будинок 6;;;;;koatunew;2021.07.08 19:25:39
